transaction_id,status,id_fin,distance,passengers_count,status1,pac_amount_to_collect,pac_status,pac_enabled,total_amount,linked_parent,amount,txn_tag,doi,doj
TRNAFBA1GWCL9K,confirmed,4885757,1257,2,success,1150.0,pending_utp,true,1150.0,,1150.0,Active                                            ,2019-04-14,20190516
TRNAFBBSF6YKVG,confirmed,58298717,1348,1,success,570.0,waitlist,true,570.0,,570.0,NEWGI                                             ,2019-04-16,20190602
TRNAFBC6GRSF6H,confirmed,58339424,1130,1,success,520.0,pending_utp,true,520.0,,520.0,NEWGI                                             ,2019-04-16,20190517
TRNAFBCLY1NYZA,confirmed,58302709,426,1,success,725.0,waitlist,true,725.0,,725.0,NEWGI                                             ,2019-04-16,20190603
TRNAFBD928K5B7,confirmed,57501019,1520,1,success,645.0,waitlist,true,645.0,,645.0,Active                                            ,2019-04-17,20190528
TRNAFBDFAQ92KP,confirmed,56314042,406,1,success,295.0,waitlist,true,295.0,,295.0,NEWLOB                                            ,2019-04-17,20190528
TRNAFBDKT8YLUZ,confirmed,2005661,410,1,success,265.0,waitlist,true,265.0,,265.0,Active                                            ,2019-04-17,20190522
TRNAFBH3S2TDT4,confirmed,58503868,127,2,success,1030.0,pending_utp,true,1030.0,,1030.0,NEWGI                                             ,2019-04-20,20190621
TRNAFBH3S7XHKS,confirmed,58551883,378,4,success,1080.0,waitlist,true,1080.0,,1080.0,NEWGI                                             ,2019-04-20,20190606
TRNAFBISMILOK5,confirmed,9457795,667,3,success,991.0,waitlist,true,991.0,,991.0,Active                                            ,2019-04-22,20190608
TRNAFBBXKILLR3,confirmed,31070486,1551,5,success,4095.0,waitlist,true,4095.0,,4095.0,Active                                            ,2019-04-16,20190525
TRNA1J4UHSI95Z,confirmed,26475159,1638,2,success,3510.0,waitlist,true,3510.0,,3510.0,Active                                            ,2019-04-16,20190527
TRNAFBCC23A8UG,confirmed,56732864,699,2,success,620.0,waitlist,true,620.0,,620.0,NEWLOB                                            ,2019-04-16,20190517
TRNAFBFNSX4MBU,confirmed,58290411,253,1,success,160.0,pending_utp,true,160.0,,160.0,Active                                            ,2019-04-19,20190524
TRNAFBG0MBITFH,confirmed,58499694,606,1,success,1000.0,waitlist,true,1000.0,,1000.0,NEWGI                                             ,2019-04-19,20190615
TRNAFBG7DO0GBV,confirmed,53215041,1064,1,success,935.0,waitlist,true,935.0,,935.0,NEWGI                                             ,2019-04-20,20190601
TRNAFBFONE2ZTK,confirmed,58467424,684,1,success,415.0,waitlist,true,415.0,,415.0,NEWGI                                             ,2019-04-19,20190530
TRNAFBGMJ8S4WS,confirmed,58510321,1106,1,success,545.0,waitlist,true,545.0,,545.0,NEWGI                                             ,2019-04-20,20190525
TRNAFBFXKJ455D,order_payment_status_success,58347471,473,2,success,2180.0,collected,true,2180.0,,2180.0,Active                                            ,2019-04-19,20190531
TRNAFBG82P66ET,confirmed,58479780,251,1,success,230.0,pending,true,230.0,,230.0,NEWGI                                             ,2019-04-20,20190708
TRNAFBH4JHX5JW,confirmed,39195863,699,1,success,1090.0,waitlist,true,1090.0,,1090.0,Active                                            ,2019-04-20,20190525
TRNAFBISHOU1KW,confirmed,58536808,1130,1,success,550.0,waitlist,true,550.0,,550.0,NEWGI                                             ,2019-04-22,20190603
TRNAFBI7BIL9NZ,confirmed,15394269,598,2,success,1850.0,waitlist,true,1850.0,,1850.0,NEWLOB                                            ,2019-04-21,20190527
TRNAFBI8WAT7R6,confirmed,42033380,1421,1,success,620.0,waitlist,true,620.0,,620.0,NEWLOB                                            ,2019-04-21,20190522
TRNAFB9HU8ZCYP,confirmed,57578907,997,1,success,1345.0,waitlist,true,1345.0,,1345.0,NEWGI                                             ,2019-04-13,20190523
TRNAFBDT8BM44Z,confirmed,33348903,1613,5,success,8640.0,waitlist,true,8640.0,,8640.0,Active                                            ,2019-04-17,20190601
TRNAFBFHWN702V,confirmed,58466552,451,3,success,2350.0,waitlist,true,2350.0,,2350.0,NEWGI                                             ,2019-04-19,20190608
TRNA5IH5NRLPT,confirmed,56412139,1177,1,success,560.0,waitlist,true,560.0,,560.0,Active                                            ,2019-04-15,20190523
TRNAFBBUCY6ZT0,confirmed,31740550,703,1,success,420.0,pending_utp,true,420.0,,420.0,Active                                            ,2019-04-16,20190526
TRNAFBGNCETZ9W,confirmed,34953823,888,2,success,880.0,waitlist,true,880.0,,880.0,NEWGI                                             ,2019-04-20,20190614
TRNAFBALW7QTV6,order_cancelled,52250071,201,1,success,180.0,collected,true,180.0,,180.0,Active                                            ,2019-04-14,20190516
TRNAFBCEOEOR15,confirmed,57754593,637,1,success,365.0,waitlist,true,365.0,,365.0,NEWGI                                             ,2019-04-16,20190603
TRNAFBDY35H95Z,confirmed,41570110,1724,1,success,1780.0,waitlist,true,1780.0,,1780.0,NEWLOB                                            ,2019-04-17,20190603
TRNAFBG3LT4VEA,confirmed,6718189,345,2,success,1330.0,waitlist,true,1330.0,,1330.0,Active                                            ,2019-04-19,20190522
TRNA1J4RTXU0N2,order_cancelled,26291204,1153,1,success,1415.0,collected,true,1415.0,,1415.0,Active                                            ,2019-04-15,20190522
TRNAFBA53WPDLA,confirmed,46705408,332,1,success,625.0,waitlist,true,625.0,,625.0,NEWGI                                             ,2019-04-14,20190608
TRNAFBBOQEETYF,order_payment_status_success,24955213,497,1,success,855.0,collected,true,855.0,,855.0,Active                                            ,2019-04-15,20190628
TRNAFBG32RT5OF,confirmed,58428733,1542,6,success,12225.0,waitlist,true,12225.0,,12225.0,NEWGI                                             ,2019-04-19,20190608
TRNAFBGUTLLCXI,confirmed,54125674,1111,1,success,545.0,pending_utp,true,545.0,,545.0,Active                                            ,2019-04-20,20190623
TRNAFBI1C5RT9E,order_cancelled,6010997,1898,1,success,3255.0,collected,true,3255.0,,3255.0,NEWGI                                             ,2019-04-21,20190522
TRNAFB9YN95BNL,confirmed,36272408,1788,3,success,5395.0,pending_utp,true,5395.0,,5395.0,Active                                            ,2019-04-14,20190525
TRNAFBCCO5PDA3,order_cancelled,46081837,425,2,success,530.0,collected,true,530.0,,530.0,NEWGI                                             ,2019-04-16,20190519
TRNAFBA7F904F1,confirmed,57679286,369,1,success,155.0,waitlist,true,155.0,,155.0,NEWGI                                             ,2019-04-14,20190608
TRNA1J4RM1GNIH,confirmed,33983117,508,1,success,855.0,waitlist,true,855.0,,855.0,NEWLOB                                            ,2019-04-15,20190606
TRNAFBCOUSYLGT,confirmed,58337958,997,1,success,510.0,waitlist,true,510.0,,510.0,NEWGI                                             ,2019-04-16,20190524
TRNAFBGO11Q1HL,confirmed,33847869,998,1,success,2255.0,waitlist,true,2255.0,,2255.0,NEWLOB                                            ,2019-04-20,20190524
TRNAFBG8E2FQC0,order_payment_status_success,32087215,217,1,success,580.0,collected,true,580.0,,580.0,NEWLOB                                            ,2019-04-20,20190614
TRNAFBGJVNFH7A,confirmed,7244693,617,1,success,1445.0,waitlist,true,1445.0,,1445.0,Active                                            ,2019-04-20,20190525
TRNAFBH631T50T,order_payment_status_success,54204971,1265,1,success,555.0,collected,true,555.0,,555.0,NEWGI                                             ,2019-04-20,20190622
TRNAFBHUFKBI8N,confirmed,35217649,727,5,success,6700.0,waitlist,true,6700.0,,6700.0,Active                                            ,2019-04-21,20190524
TRNA1J5GXN10ZQ,confirmed,39884427,1501,1,success,645.0,waitlist,true,645.0,,645.0,NEWGI                                             ,2019-04-22,20190527
TRNA1J5HTCZZQX,order_payment_status_success,55511336,1880,1,success,710.0,collected,true,710.0,,710.0,NEWGI                                             ,2019-04-22,20190523
TRNA1J5HK2Z5TX,confirmed,14619407,559,1,success,690.0,waitlist,true,690.0,,690.0,Dormant6                                          ,2019-04-22,20190601
TRNAFBGI5HSIPY,order_payment_status_success,52059481,1905,1,success,745.0,collected,true,745.0,,745.0,NEWGI                                             ,2019-04-20,20190524
TRNAFBI6X0H9XK,order_payment_status_success,23102515,1710,4,success,9981.0,collected,true,9981.0,,9981.0,NEWLOB                                            ,2019-04-21,20190605
TRNAFBHWLR89MP,order_payment_status_success,34528851,392,1,success,180.0,collected,true,180.0,,180.0,Active                                            ,2019-04-21,20190523
TRNAFBB9GXDPJ9,confirmed,57767888,988,1,success,525.0,waitlist,true,525.0,,525.0,NEWGI                                             ,2019-04-15,20190524
TRNA1J4NG3IROY,confirmed,6785677,689,1,success,1080.0,waitlist,true,1080.0,,1080.0,Active                                            ,2019-04-14,20190522
TRNAFBB4AS484Z,confirmed,58229211,779,1,success,445.0,waitlist,true,445.0,,445.0,NEWGI                                             ,2019-04-15,20190526
TRNAFBDIDRVE86,confirmed,37489685,667,1,success,405.0,waitlist,true,405.0,,405.0,NEWLOB                                            ,2019-04-17,20190519
TRNAFBBCEHXCB8,confirmed,35439248,1103,1,success,2415.0,pending_utp,true,2415.0,,2415.0,Active                                            ,2019-04-15,20190528
TRNAFBCMEEVK0T,order_payment_status_success,56171746,1249,1,success,2115.0,collected,true,2115.0,,2115.0,Active                                            ,2019-04-16,20190605
TRNAFBGPJ5XB39,confirmed,25224638,655,6,success,6100.0,waitlist,true,6100.0,,6100.0,Active                                            ,2019-04-20,20190621
TRNAFBGWZHAD4O,confirmed,58499834,1646,2,success,1270.0,waitlist,true,1270.0,,1270.0,NEWGI                                             ,2019-04-20,20190602
TRNA1J5ASMCFG4,confirmed,58348381,994,1,success,2255.0,pending_utp,true,2255.0,,2255.0,NEWLOB                                            ,2019-04-20,20190530
TRNAFBH40JTBCZ,confirmed,6571169,1064,1,success,935.0,waitlist,true,935.0,,935.0,Active                                            ,2019-04-20,20190522
TRNAFBHP1NAIRQ,order_payment_status_success,26198490,593,2,success,1850.0,collected,true,1850.0,,1850.0,Active                                            ,2019-04-21,20190616
TRNAFBGHJFOFF8,confirmed,33427250,1376,6,success,7710.0,waitlist,true,7710.0,,7710.0,NEWLOB                                            ,2019-04-20,20190531
TRNAFBBGV0EYYG,confirmed,57924504,286,1,success,245.0,waitlist,true,245.0,,245.0,NEWGI                                             ,2019-04-15,20190609
TRNAFBEVL5UHOP,confirmed,58407639,1118,1,success,515.0,waitlist,true,515.0,,515.0,NEWGI                                             ,2019-04-18,20190613
TRNAFBGKIP8MAW,confirmed,57244461,747,1,success,405.0,waitlist,true,405.0,,405.0,Active                                            ,2019-04-20,20190525
TRNAFBGT6JYN33,confirmed,37826847,1244,2,success,4190.0,waitlist,true,4190.0,,4190.0,Active                                            ,2019-04-20,20190623
TRNA5IJ2S4KIP,order_payment_status_success,53633025,567,1,success,960.0,collected,true,960.0,,960.0,NEWGI                                             ,2019-04-20,20190609
TRNAFBC5BPKVYY,order_payment_status_success,29942152,1613,2,success,1320.0,collected,true,1320.0,,1320.0,Active                                            ,2019-04-16,20190523
TRNA5II6UWS8I,confirmed,55685433,458,1,success,285.0,waitlist,true,285.0,,285.0,NEWGI                                             ,2019-04-18,20190519
TRNAFBHSJRKUWZ,confirmed,22903265,2019,2,success,4670.0,waitlist,true,4670.0,,4670.0,NEWLOB                                            ,2019-04-21,20190528
TRNAFB95DDLZTO,confirmed,58229222,989,1,success,510.0,pending_utp,true,510.0,,510.0,NEWGI                                             ,2019-04-13,20190605
TRNAFBISMDLQHO,confirmed,27069190,1435,3,success,3920.0,waitlist,true,3920.0,,3920.0,Dormant6                                          ,2019-04-22,20190619
TRNAFBALTBRJVM,confirmed,58249928,223,1,success,400.0,pending_utp,true,400.0,,400.0,NEWGI                                             ,2019-04-14,20190602
TRNAFBCOBFV6W4,confirmed,33346924,1753,1,success,710.0,pending_utp,true,710.0,,710.0,NEWGI                                             ,2019-04-16,20190523
TRNAFBDOAB3XJT,confirmed,57725513,662,1,success,375.0,waitlist,true,375.0,,375.0,Active                                            ,2019-04-17,20190520
TRNAFBED6MU895,confirmed,33977796,1611,1,success,670.0,waitlist,true,670.0,,670.0,NEWGI                                             ,2019-04-18,20190527
TRNAFBEE7RLMM6,confirmed,7377435,575,1,success,925.0,waitlist,true,925.0,,925.0,Active                                            ,2019-04-18,20190621
TRNAFBF01LCWCU,order_payment_status_success,25515306,738,1,success,430.0,collected,true,430.0,,430.0,NEWLOB                                            ,2019-04-18,20190520
TRNAFBFKHBLDHR,confirmed,19104257,1060,2,success,2750.0,waitlist,true,2750.0,,2750.0,Active                                            ,2019-04-19,20190622
TRNAFBFPF7EP78,confirmed,15558289,998,6,success,7870.0,waitlist,true,7870.0,,7870.0,Active                                            ,2019-04-19,20190529
TRNAFBFYN5E638,confirmed,48927384,1510,1,success,615.0,waitlist,true,615.0,,615.0,NEWLOB                                            ,2019-04-19,20190527
TRNAFBFX5RA6H8,confirmed,58084751,1801,2,success,5350.0,waitlist,true,5350.0,,5350.0,NEWGI                                             ,2019-04-19,20190524
TRNA1J56XOPT1Q,confirmed,24937487,1547,2,success,3380.0,waitlist,true,3380.0,,3380.0,Active                                            ,2019-04-19,20190617
TRNAFBG6ZA28L5,confirmed,31608141,795,2,success,880.0,pending_utp,true,880.0,,880.0,NEWGI                                             ,2019-04-20,20190613
TRNAFBGEH2OBFO,confirmed,58477874,653,1,success,1470.0,waitlist,true,1470.0,,1470.0,NEWGI                                             ,2019-04-20,20190601
TRNAFBGNUNSEU9,confirmed,51228419,1033,1,success,525.0,waitlist,true,525.0,,525.0,NEWLOB                                            ,2019-04-20,20190809
TRNA1J5CA3X66P,confirmed,32050049,1124,1,success,1425.0,waitlist,true,1425.0,,1425.0,NEWGI                                             ,2019-04-21,20190523
TRNAFBHATZDL2Z,confirmed,19314201,1842,1,success,1860.0,waitlist,true,1860.0,,1860.0,Active                                            ,2019-04-21,20190608
TRNAFBHVXFS29G,confirmed,56289425,1916,1,success,745.0,waitlist,true,745.0,,745.0,Active                                            ,2019-04-21,20190523
TRNAFBIWZFHFEA,confirmed,44626736,724,1,success,430.0,waitlist,true,430.0,,430.0,NEWLOB                                            ,2019-04-22,20190523
TRNAFBIZXHL3KZ,confirmed,15235853,1521,1,success,2390.0,waitlist,true,2390.0,,2390.0,NEWLOB                                            ,2019-04-22,20190618
TRNAFBCICW29JE,confirmed,32840044,1083,1,success,1415.0,waitlist,true,1415.0,,1415.0,NEWLOB                                            ,2019-04-16,20190609
TRNAFBEQJD6TWU,confirmed,49711154,1434,1,success,1645.0,waitlist,true,1645.0,,1645.0,Active                                            ,2019-04-18,20190610
TRNAFBB7KS08DG,order_payment_status_success,25166283,1579,1,success,1760.0,collected,true,1760.0,,1760.0,Active                                            ,2019-04-15,20190614
TRNAFBBL85CYV6,confirmed,47005364,347,1,success,240.0,waitlist,true,240.0,,240.0,Dormant6                                          ,2019-04-15,20190520
TRNAFBC62MNVWN,confirmed,432774,1540,1,success,1665.0,waitlist,true,1665.0,,1665.0,NEWLOB                                            ,2019-04-16,20190524
TRNAFBGMV79WQ1,confirmed,57255398,410,1,success,705.0,waitlist,true,705.0,,705.0,NEWGI                                             ,2019-04-20,20190613
TRNAFBCNNKBQ4T,confirmed,58365574,820,3,success,3505.0,waitlist,true,3505.0,,3505.0,NEWGI                                             ,2019-04-16,20190519
TRNAFBI11I2492,confirmed,57322084,802,1,success,455.0,waitlist,true,455.0,,455.0,NEWGI                                             ,2019-04-21,20190615
TRNA1J5981O5KX,confirmed,47888545,1186,3,success,1640.0,pending_utp,true,1640.0,,1640.0,Active                                            ,2019-04-20,20190531
TRNAFBDHZYST8G,confirmed,9943583,96,1,success,60.0,waitlist,true,60.0,,60.0,Active                                            ,2019-04-17,20190520
TRNAFBFNI6I8EV,confirmed,40560051,96,4,success,2020.0,waitlist,true,2020.0,,2020.0,Active                                            ,2019-04-19,20190525
TRNA1J55Y2WOYD,confirmed,46890526,1356,3,success,1490.0,waitlist,true,1490.0,,1490.0,NEWGI                                             ,2019-04-19,20190603
TRNAFBG2JOLM86,confirmed,57036693,1545,1,success,1710.0,waitlist,true,1710.0,,1710.0,NEWGI                                             ,2019-04-19,20190526
TRNAFBH7MO0CLI,confirmed,38491528,453,1,success,285.0,pending_utp,true,285.0,,285.0,Active                                            ,2019-04-20,20190526
TRNAFBIU2ZUFMA,confirmed,58575416,358,1,success,695.0,waitlist,true,695.0,,695.0,NEWGI                                             ,2019-04-22,20190602
TRNAFBIZE6G7T7,confirmed,23828555,853,3,success,3475.0,waitlist,true,3475.0,,3475.0,NEWGI                                             ,2019-04-22,20190528
TRNAFBJ5ZZAY86,confirmed,10452407,1120,1,success,545.0,waitlist,true,545.0,,545.0,Active                                            ,2019-04-22,20190601
TRNAFBGMC1PF0E,confirmed,48621917,1185,1,success,560.0,waitlist,true,560.0,,560.0,NEWGI                                             ,2019-04-20,20190623
TRNAFBCSAWOK7G,confirmed,47133319,805,1,success,455.0,waitlist,true,455.0,,455.0,NEWGI                                             ,2019-04-16,20190517
TRNAFB9WD1ZWIL,order_cancelled,55367425,883,1,success,450.0,collected,true,450.0,,450.0,Active                                            ,2019-04-14,20190603
TRNAFBCF5P41GY,confirmed,57821340,1704,4,success,2270.0,waitlist,true,2270.0,,2270.0,NEWGI                                             ,2019-04-16,20190523
TRNAFBDC98FSWS,order_payment_status_success,51057472,1024,1,success,490.0,collected,true,490.0,,490.0,NEWGI                                             ,2019-04-17,20190519
TRNAFBGUM9RILW,confirmed,10124925,1632,2,success,1330.0,waitlist,true,1330.0,,1330.0,NEWLOB                                            ,2019-04-20,20190530
TRNAFBBI6T0ZLL,confirmed,51887119,281,1,success,535.0,waitlist,true,535.0,,535.0,NEWLOB                                            ,2019-04-15,20190518
TRNAFBBAREEVEO,confirmed,40777427,978,4,success,5200.0,waitlist,true,5200.0,,5200.0,NEWLOB                                            ,2019-04-15,20190610
TRNAFBBM2BET08,confirmed,58263698,885,1,success,1255.0,waitlist,true,1255.0,,1255.0,NEWGI                                             ,2019-04-15,20190518
TRNAFBC845UA3S,order_payment_status_success,38731082,1766,2,success,1080.0,collected,true,1080.0,,1080.0,Active                                            ,2019-04-16,20190607
TRNAFBCUCPYPMW,confirmed,26593734,1015,1,success,1890.0,waitlist,true,1890.0,,1890.0,Active                                            ,2019-04-16,20190519
TRNAFBBDM0FJ3H,order_cancelled,40902666,1822,2,success,3650.0,collected,true,3650.0,,3650.0,Active                                            ,2019-04-15,20190519
TRNAFBDV4W2Q5D,confirmed,56858871,283,2,success,1440.0,waitlist,true,1440.0,,1440.0,Active                                            ,2019-04-17,20190520
TRNAFBD9RMPZEF,confirmed,35655344,577,1,success,345.0,waitlist,true,345.0,,345.0,Active                                            ,2019-04-17,20190518
TRNAFBET7JM0LS,order_payment_status_success,38911059,611,2,success,1880.0,collected,true,1880.0,,1880.0,Active                                            ,2019-04-18,20190527
TRNAFBF4R2BCGE,confirmed,18369407,409,2,success,1940.0,waitlist,true,1940.0,,1940.0,Active                                            ,2019-04-19,20190602
TRNAFBFGAR55OO,confirmed,35148637,625,1,success,360.0,waitlist,true,360.0,,360.0,Active                                            ,2019-04-19,20190621
TRNAFBGPDC3BWP,confirmed,53388758,1131,1,success,2495.0,waitlist,true,2495.0,,2495.0,NEWGI                                             ,2019-04-20,20190602
TRNAFBI5PDL1GW,order_payment_status_success,58596288,997,1,success,510.0,collected,true,510.0,,510.0,NEWGI                                             ,2019-04-21,20190809
TRNAFBIYHLFU6M,confirmed,47550641,1662,1,success,685.0,waitlist,true,685.0,,685.0,NEWGI                                             ,2019-04-22,20190529
TRNAFBAKCNNI6Y,confirmed,58242011,1088,2,success,990.0,waitlist,true,990.0,,990.0,NEWGI                                             ,2019-04-14,20190518
TRNAFBAWI6Y3IY,confirmed,58254173,265,1,success,205.0,pending_utp,true,205.0,,205.0,NEWGI                                             ,2019-04-15,20190630
TRNAFBEMW14TMZ,confirmed,31240190,1691,1,success,1810.0,waitlist,true,1810.0,,1810.0,NEWGI                                             ,2019-04-18,20190531
TRNAFBEA7JIUQO,confirmed,58424111,1140,1,success,550.0,waitlist,true,550.0,,550.0,NEWGI                                             ,2019-04-18,20190526
TRNA1J4JDWVKHF,confirmed,1779989,271,2,success,1030.0,waitlist,true,1030.0,,1030.0,Active                                            ,2019-04-13,20190611
TRNAFBBOWVCMM2,confirmed,24479215,817,1,success,1690.0,waitlist,true,1690.0,,1690.0,Active                                            ,2019-04-15,20190517
TRNAFBGI7XNDRU,confirmed,48313770,998,2,success,4470.0,pending_utp,true,4470.0,,4470.0,NEWLOB                                            ,2019-04-20,20190524
TRNAFBEZTPV6KT,confirmed,33282182,934,1,success,3095.0,waitlist,true,3095.0,,3095.0,Active                                            ,2019-04-18,20190520
TRNAFBGO0D9RBB,confirmed,58468640,182,1,success,360.0,waitlist,true,360.0,,360.0,NEWGI                                             ,2019-04-20,20190603
TRNAFBIXFCFBDL,confirmed,58504291,272,2,success,860.0,waitlist,true,860.0,,860.0,NEWGI                                             ,2019-04-22,20190603
TRNAFBAC7PTEP0,confirmed,58283951,913,1,success,490.0,waitlist,true,490.0,,490.0,NEWGI                                             ,2019-04-14,20190529
TRNA1J533468HD,confirmed,58279112,1162,1,success,1460.0,waitlist,true,1460.0,,1460.0,NEWGI                                             ,2019-04-18,20190525
TRNAFBFN8BO8U9,confirmed,7117289,1904,2,success,3880.0,waitlist,true,3880.0,,3880.0,NEWGI                                             ,2019-04-19,20190531
